"param1","param2","param3","param4","param5","vec","iteration","dmv_true","dmv_prop","ir","sir"
0.566237498675119,1.38131733111678,0.345890170550096,1.08354891183513,-0.811945898101724,1,3,0.00124887628868952,0.000358743389333647,3.48125241000052,0
-0.128551092028808,-0.285967054180503,-0.110598339319337,-0.505936374871346,-0.236539689243548,2,3,0.00818116063080935,0.097086486671948,0.0842667286792777,0
-0.141857296979877,-0.794579969735841,0.170161249994304,0.0392340602059151,-0.569624907751395,3,3,0.00610946283402726,0.0376949606392903,0.162076381840262,1
-0.255020044526954,-0.430192588501981,-0.597953679210418,-0.472821744680686,-0.644508333322597,4,3,0.00541819195185111,0.0221250321556479,0.244889675808584,0
-0.345017480141763,-0.306758760807035,-0.700798356771331,0.144806860009781,-0.577127685218267,5,3,0.00595309795752547,0.0325625309193508,0.182820493046741,0
-0.468758887937216,-0.237045405897853,0.793994873722445,-0.173190722253066,-0.0434208775555944,6,3,0.00632143205852906,0.0322310159680885,0.196128848832684,1
-0.0311497041807311,0.505517491438581,-0.271226644312267,0.122921483434573,-0.676435482265493,7,3,0.00676447207698527,0.0547568910360725,0.123536452654498,0
-0.403281914177964,0.658250042833714,0.0581582213983653,0.86178700983727,0.488251933113501,8,3,0.00458538152014505,0.0139884737018623,0.327797129113134,0
-0.0392092457443917,0.321732324158038,1.19926946946593,0.216254316079319,0.735949641160595,9,3,0.0034806552082902,0.00355952914081516,0.977841470204428,0
-1.01915975187709,0.124888289349672,-0.500726348822885,-1.43654212617278,-0.834968101257205,10,3,0.00132332145144209,0.000132773882075221,9.96673013365973,1
0.0145723915649587,-0.328645913187155,-1.21710727042331,0.16928293556915,0.212341408675567,11,3,0.00439911999866572,0.0110145185461671,0.399392854097698,1
0.00815331964561426,0.276749454797779,-0.0431738907268748,-0.0666153524045831,-0.158149223509139,12,3,0.00957425629803078,0.177950409755655,0.0538029460633288,0
0.0492482527859453,-0.475310996768021,-0.477020760753902,-0.679645199454981,-0.594585076277203,13,3,0.00535157407789658,0.0216525061606857,0.247157259218953,0
-0.33323831201563,0.304178652549076,-0.0551226384469582,-0.365782198998397,-0.590035288800272,14,3,0.00716199102279813,0.0580107331500531,0.123459757081032,0
0.405987625297316,-0.256882153282335,0.622684401444397,0.76738398705089,-0.981134605230405,15,3,0.00341451627618367,0.00664039205075551,0.514204018390026,1
0.578231396455651,-0.145197344599327,-1.20156846350923,-0.590865836852571,0.18504616595715,16,3,0.00339322249375694,0.00626349962709181,0.541745461128484,0
-0.545594441979389,-1.35536912026562,0.34267089699165,0.180158833010422,-1.0106224981778,17,3,0.00193497430635607,0.000804988893248094,2.40372795523741,0
-0.104701553293365,0.648284034910348,0.489255223021349,-1.07173693746491,0.0769236862929209,18,3,0.00405719283864917,0.00733091326416207,0.553436208075626,0
1.55188369994756,0.639265199542791,-0.0173667040211106,-1.14251002737866,1.3625512684449,19,3,0.00050837940196383,2.52467200085857e-05,20.1364534399298,1
0.0193293225077491,-0.403033802714762,-0.381905179421433,-0.571455334039429,0.987153328198086,20,3,0.00451865981791233,0.0180276216711133,0.250652021678092,0
0.636396684891074,0.242452855957575,0.493739403815425,0.477224819061785,-0.156685143108069,21,3,0.00625345661062288,0.0484767299587128,0.128999142804164,0
-0.354238117002455,-0.25867345626623,-0.763911311372084,-0.153610586692104,-0.0725597330190459,22,3,0.00675750340653956,0.0522375266665692,0.129361090345501,0
0.064979324632263,0.882605305355109,0.803755748297679,-0.350199286178141,-0.635909487753768,23,3,0.00379974338555585,0.00634421749797899,0.598930189068439,1
0.172738527827339,-0.423829252242187,0.593018628355199,0.246224239674696,0.222399958379633,24,3,0.00722428372228073,0.062827763702717,0.114985530226159,0
0.0364006979791815,0.505373965128263,-0.289143361615816,-0.585005686033799,-0.0816515611887937,25,3,0.0071595521374871,0.0654952685580356,0.109314035885554,0
-1.00769160653384,0.297373222526913,-0.160564484002352,0.218563685727796,0.795801584685827,26,3,0.00408654720381075,0.00895934224116073,0.456121341702571,0
0.314082343509859,-0.118705972932146,-0.884097863605702,-0.347556125783073,0.638148167167168,27,3,0.00496227602538659,0.0230941585608995,0.214871479829023,0
0.408788333336807,0.388427949218318,0.341013317606836,0.853941127771338,0.00215564664917689,28,3,0.00564807871399186,0.0349701738456373,0.161511313581774,0
0.349421672698101,-0.442296410910767,-0.117559212240629,0.0980568177910401,-0.00763631189559628,29,3,0.00852032931553436,0.131959493457662,0.0645677631239776,0
0.49814126719812,0.929479705341037,-0.457754563826437,-0.0724684057429207,0.812516022572862,30,3,0.00374169004055352,0.0086161873995059,0.434262843536584,0
0.325223056142318,0.161611942588667,0.426423570817173,-1.105904831536,-0.214047962754387,31,3,0.00458036569304056,0.0110463414035095,0.414650020828195,0
-0.570406614174575,-0.0997938979520008,-0.962036987865038,-0.67125149316448,-0.288266054397598,32,3,0.00411980496467796,0.00880546925702909,0.467868871541317,0
0.795992053636756,0.598928647740805,0.384487656862035,-0.0799058837300262,-0.590048426058302,33,3,0.00478610414157328,0.0190057223332967,0.251824374661539,0
